,name,region,tel,keyword,photo,address,lat,lon
147,진부령미술관,강원 고성군,033-681-7667,"['강원권', '문화시설', '미세먼지_피하는_실내여행', '미술관', '실내관광지', '실내여행지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4b2a4cd0-9a22-40e3-8cb8-a176f6b0bf86&thumb,강원도 고성군 간성읍 흘리길 15-10,38.26547302,128.359622
148,태백시 문화예술회관,강원 태백시,033-550-2781,"['가족여행', '강원권', '공연장', '문화시설', '사계절', '실내여행지', '예술', '태백시문화예술회관']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2447af79-c284-4bc7-9a54-a19d04435579&thumb,강원도 태백시 고원로 203,37.17196057,128.98803940000002
149,강원 신재생에너지전시관,강원 평창군,033-336-5008,"['강원권', '강원신재생에너지전시관', '교과서속여행', '문화시설', '사계절', '실내여행지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4e78b540-0974-43fe-bfff-95b85a38a8fe&thumb,강원도 평창군 대관령면 경강로 5754,37.68552302,128.7583027
150,국립춘천박물관,강원 춘천시,033-260-1500,"['강원권', '교과서속여행', '국립춘천박물관', '기차여행', '문화시설', '미세먼지_피하는_실내여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=15496bfd-78b6-4b02-ae3c-ea949137f043&thumb,강원도 춘천시 우석로 70,37.86401877,127.7521907
151,숲사랑홍보관,강원 강릉시,033-644-4852,"['강원권', '교과서속여행', '문화시설', '사계절', '숲사랑홍보관', '실내여행지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a9c966db-ddd2-4694-9d48-a4c8f0dc664f&thumb,강원도 강릉시 사천면 미노길 1,37.81715301,128.85131869999998
152,동강사진박물관,강원 영월군,033-375-4554,"['강원권', '교과서속여행', '동강사진박물관', '문화시설', '미세먼지_피하는_실내여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=edc8da93-ecdd-4c0e-bd38-94971e8aae13&thumb,강원도 영월군 영월읍 영월로 1909-10,37.18193994,128.46155109999998
153,커피커퍼 커피박물관,강원 강릉시,070-8888-0077,"['가족과함께', '강릉커피', '강릉커피거리', '강릉커피박물관', '미세먼지_피하는_실내여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=21ad0dee-071f-4d0a-a7de-cbd06fc69043&thumb,강원도 강릉시 왕산면 왕산로 2171-19,37.65223553,128.784661
154,양구통일관,강원 양구군,033-480-2674,"['강원권', '교과서속여행', '문화시설', '실내여행지', '아이와함께', '양구통일관']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1fdef121-59dc-40ba-b1da-ecc24e402fba&thumb,강원도 양구군 해안면 해안서화로 35,38.2900609,128.1455851
155,홍천교육도서관,강원 홍천군,033-434-3236,"['강원권', '도서관', '문화시설', '사계절', '실내여행지', '아이와함께', '체험학습']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4b39aa33-afba-419c-8a5d-b8df701abf7f&thumb,강원도 홍천군 홍천읍 꽃뫼로 93,37.69179363,127.8838503
156,화천교육도서관,강원 화천군,033-441-6343,"['강원권', '도서관', '문화시설', '사계절', '실내여행지', '아이와함께', '체험학습']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b64eae34-ef6f-4063-8d56-19b593cdf3dc&thumb,강원도 화천군 화천읍 상승로3길 22,38.1067605,127.7044047
157,강원대학교중앙박물관,강원 춘천시,033-250-8076,"['강원권', '강원대학교박물관', '기차여행', '무료관람', '문화시설', '박물관', '실내여행지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e010239b-7612-45de-9b28-58f056f6b8bb&thumb,강원도 춘천시 강원대학길 1,37.86802431,127.7483874
158,한림대학교박물관,강원 춘천시,033-248-2851,"['강원권', '무료관람', '문화시설', '박물관', '서울근교여행', '실내여행지', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1cf304bf-9ea9-4903-9610-d919a53196de&thumb,강원도 춘천시 한림대학길 1,37.88542866,127.7349573
159,내설악 백공미술관,강원 인제군,033-461-2780,"['강원권', '나홀로여행', '내설악백공미술관', '데이트코스', '문화시설', '문화예술공간']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5966701e-66a7-45e8-befa-796cbe1491b6&thumb,강원도 인제군 북면 황태길 245,38.2133718,128.3622348
160,동해 논골담길 (등대 담화마을),강원 동해시,033-530-2231,"['가족여행', '강원권', '레포츠', '산책코스', '언택트관광지_100선', '주말여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f1e7e482-3aaa-49ad-b092-3d3845090ce0&thumb,강원도 동해시 일출로 97,37.55216582,129.1183172
161,속초 외옹치 바다향기로,강원 속초시,033-639-2362,"['걷기길', '레포츠', '외옹치바다향기로', '트레킹', '해안길산책', '힐링산책']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d68d3eb4-4ced-4d51-a46c-415613ed98eb&thumb,강원도 속초시 대포항길 186,38.18061259,128.6127912
162,서피비치,강원 양양군,033-672-0695,"['강원권', '레포츠', '서피비치', '서핑', '캠핑', '해변가']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e23adeef-4055-4d3b-8a9e-4753c2925579&thumb,강원도 양양군 현북면 하조대해안길 119,38.02775348,128.7175212
163,오대산 선재길,강원 평창군,033-332-6417,"['강원권', '걷기여행', '레포츠', '산림욕', '오대산선재길', '자연']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8c3dfdc6-02dd-41de-ad3d-47deb173b4e0&thumb,강원도 평창군 진부면 오대산로 374-8,37.73167848,128.59313640000002
164,정동심곡바다부채길,강원 강릉시,033-641-9445,"['동해바다', '레포츠', '무장애', '바다여행', '바다풍경', '천연기념물']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=040ab8fa-b966-4427-b920-93e5eecb06e6&thumb,강원도 강릉시 강동면,37.72809432,128.9542264
165,정선레일바이크,강원 정선군,033-563-8787,"['데이트코스', '레일바이크', '레포츠', '아이와함께', '연인과함께', '친구와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6075da2d-7a8d-41b4-80d1-bc7658e5b5ac&thumb,강원도 정선군 여량면 노추산로 745,37.5170461,128.7304317
166,강릉컬링센터 (강릉실내빙상장),강원 강릉시,033-647-8388,"['2018평창동계올림픽', '가족과함께', '강릉시', '겨울스포츠', '남녀노소', '레저스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=87b2005d-bc9c-445f-b85f-f229dc7a01a4&thumb,강원도 강릉시 종합운동장길 32,37.77372394,128.8925583
167,춘천 의암호 자전거길(물레길),강원 춘천시,033-250-3089,"['강원권', '레포츠', '언택트관광지_100선', '자전거길', '휴양여행', '힐링']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5bb743d8-35f7-4282-a943-07ce0010ce5d&thumb,강원도 춘천시 스포츠타운길 113-1,37.85496429,127.6857679
168,매봉힐링쉼터 오토캠핑장,강원 원주시,033-761-2282,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=bad86d9d-66a2-4548-b751-00d63e69d1a6&thumb,강원도 원주시 신림면 창촌길 132,37.26059982,128.13873590000003
169,삼척 해양레일바이크,강원 삼척시,033-576-0656,"['2014', '가족과함께', '강원권', '레포츠', '문화관광자원 부문', '바다풍경', '삼척해양레일바이크']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=74c7c51e-65a3-464c-bf73-ecf4e085bea6&thumb,강원도 삼척시 근덕면 공양왕길 2,37.32364924,129.2663648
170,무릉계곡 힐링캠핑장,강원 동해시,033-539-3700,"['가족캠핑', '동해캠핑장', '레포츠', '무릉계곡', '숲속캠핑']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=0de0c59c-f2ef-4470-b9ab-71deaaf04712&thumb,강원도 동해시 삼화로 467,37.46439798,129.0265553
171,춘천물레길,강원 춘천시,033-242-8463,"['강원권', '레포츠', '서울근교여행', '수상레포츠', '아이와함께', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c7c87596-2e0c-470f-9265-45578070b26d&thumb,강원도 춘천시 스포츠타운길 113-1,37.85496429,127.6857679
172,화천 파로호 자전거 100리길,강원 화천군,033-440-2557,"['강원권', '레포츠', '화천파로호자전거100리길', '휴양여행', '힐링']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=37290d46-140b-412d-aa16-2171f1893fae&thumb,강원도 화천군 하남면 춘화로 3331-50,38.09647885,127.69959080000001
173,송지호 오토캠핑장,강원 고성군,033-681-5244,"['가족과함께', '레포츠', '송지호', '아이와함께', '오토캠핑장', '휴식여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=89b7ad74-a49b-49ca-a560-0448388a5924&thumb,강원도 고성군 죽왕면 동해대로 6090,38.34277885,128.5131604
174,화이트캐빈,강원 평창군,033-333-7444,"['겨울스포츠', '레포츠', '복합레저스포츠', '숙박업소', '스키대여', '스키렌탈']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ac4f7bdd-c438-4ddf-bbaf-6e5a7f3ede6a&thumb,강원도 평창군 봉평면 태기로 93,37.58771675,128.3216319
175,정동진 레일바이크,강원 강릉시,033-655-7786,"['강릉가볼만한곳', '경치좋은곳', '레포츠', '바다경치', '바다내음', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=45c12ce7-4a04-474d-81b7-71053df8d7b1&thumb,강원도 강릉시 강동면 정동역길 17,37.6913387,129.0328303
176,인제나르샤파크(구. 인제 밀리터리 테마파크),강원 인제군,033-461-0141,"['강원권', '레포츠', '레포츠여행', '레포츠체험', '번지점프', '서바이벌', '이색체험']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b7ee3a77-bd88-48ba-8902-120e9b5a488b&thumb,강원도 인제군 인제읍 비봉로44번길 81,38.06007315,128.1679637
177,강원도 세계잼버리 수련장,강원 고성군,033-633-8107,"['강원권', '강원도세계잼버리수련장', '국제대회', '레포츠', '세계잼버리', '수련장']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b0f563d0-fe13-400b-860f-988aca3f6409&thumb,강원도 고성군 토성면 잼버리로 244,38.22362848,128.5001397
178,분주령야생화 트레킹,강원 태백시,033-550-0000,"['레포츠', '자연여행', '트레킹', '휴식여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=72d0a7f5-8477-4dc0-a67e-0534b9a7ca8f&thumb,강원도 태백시 화전동,37.20157912,128.9420334
179,화암카트체험장,강원 정선군,033-560-3419,"['가족체험', '경치좋은곳', '남녀노소', '레포츠', '연인과함께', '이색체험', '자연좋은곳']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=662696be-ccce-4920-b898-caf4899f9a7c&thumb,강원도 정선군 화암면 소금강로 973,37.34909317,128.7876859
180,강릉 올림픽파크,강원 강릉시,033-640-5946,"['강릉종합운동장', '레포츠', '빙상장', '산책하기좋은곳', '스케이팅', '아이스하키']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6ab75b1d-7228-4178-9c38-73dcbc5412f7&thumb,강원도 강릉시 수리골길 76,37.77705623,128.8969607
181,동해시 바다낚시,강원 동해시,033-539-8656,"['강원권', '동해시바다낚시', '레포츠', '자연좋은곳']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=588e5c0a-c6f1-453c-b28d-32a9a37bd29f&thumb,강원도 동해시 동해대로 6270-10,37.59225327,129.0896922
182,덕풍계곡 트레킹,강원 삼척시,033-570-5221,"['가족여행', '강원권', '덕풍계곡트레킹', '레포츠', '여름가볼만한곳', '여름여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4a2ab7bf-759d-4af1-b0c2-bdfc48be0c3e&thumb,강원도 삼척시 가곡면 풍곡리,37.08903333,129.1634262
183,내린천 짚트랙 휴레저,강원 인제군,,"['가족여행', '강원권', '내린천짚트랙휴레저', '레포츠', '힐링']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=352ac637-da09-4b06-81bb-a11525b4acaa&thumb,강원도 인제군 인제읍 내린천로 5693,38.00988909,128.2392314
184,[강릉 바우길 1구간] 선자령 풍차길,강원 평창군,033-645-0990,"['가족과함께', '강원권', '레포츠', '선자령풍차길']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=74505d7f-e243-4598-ab49-b582bafeb6cc&thumb,강원도 평창군 대관령면 경강로 5754,37.68552302,128.7583027
185,강촌레일파크,강원 춘천시,033-245-1000,"['가족여행', '강원권', '강촌레일파크', '레포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7122ceb5-012d-433a-8a8a-9056e7dc5e4d&thumb,강원도 춘천시 신동면 김유정로 1383,37.81564654,127.7121815
186,노추산 모정탑길,강원 강릉시,033-647-2540,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=72a3caa4-3b90-4510-b84b-836805de994a&thumb,강원도 강릉시 왕산면 노추산로,37.56051411,128.71669939999998
187,델피노 CC (대명 델피노),강원 고성군,033-639-8401,"['강원권', '골프장', '델피노CC', '레포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f2537099-0874-47d8-950e-cde44de92744&thumb,강원도 고성군 토성면 미시령옛길 1153,38.21312066,128.493436
188,하이원리조트 스키장,강원 정선군,1588-7789,"['가족과함께', '강원권', '겨울스포츠', '레포츠', '스키장', '친구와함께', '하이원리조트']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=64377543-16b0-4c55-9b62-289ad7011c35&thumb,강원도 정선군 고한읍 하이원길 500,37.20393887,128.8394697
189,칠족령 트레킹,강원 평창군,033-330-2399,"['경치좋은곳', '레포츠', '산책길', '산책하기', '산책하기좋은곳', '자연속으로']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=06c5c1bc-c022-4f36-beb9-5191edf63429&thumb,강원도 평창군 미탄면 문희길 63,37.27786222,128.5770659
190,평창 포레스트 어드벤처,강원 평창군,033-333-8138,"['레포츠', '모험심', '문화활동', '어드벤처', '체험활동', '친구와함께', '휘닉스파크']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b1540fce-44b8-4a78-90b4-b39ea45496ff&thumb,강원도 평창군 봉평면 태기로 174,37.58246341,128.3268678
191,엑스게임리조트(내린천 번지점프),강원 인제군,033-461-5216,"['가족여행', '강원권', '내린천번지점프', '레포츠', '번지점프', '엑스게임리조트']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3617078f-a1e8-49a4-a386-fe396cb41a60&thumb,강원도 인제군 인제읍 설악로 2254,38.07759867,128.1861034
192,홍천 가리산 레포츠파크,강원 홍천군,070-8831-8138,"['가족과함께', '남녀노소', '레포츠', '레포츠파크', '복합레저스포츠', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ab4523fe-6f01-49f8-9709-602861bc278a&thumb,강원도 홍천군 두촌면 가리산길 426,37.86563579999999,127.9811498
193,알펜시아리조트 스키장,강원 평창군,02-2202-3433,"['가족과함께', '겨울레포츠', '레포츠', '복합레저스포츠', '스키장', '알펜시아']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6b1543bb-b3f5-4450-adb1-591a22699c47&thumb,강원도 평창군 대관령면 솔봉로 325,37.65925417,128.68401070000002
194,[강릉 바우길 2구간] 대관령 옛길,강원 평창군,033-645-0990,"['가족여행', '강원권', '대관령옛길', '레포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=88e10d27-75b9-4b86-a5ff-0bc3198f623f&thumb,강원도 평창군 대관령면 경강로 5754,37.68552302,128.7583027
195,휘닉스 태기산CC,강원 평창군,1577-0755,"['골프', '레포츠', '평창', '휘닉스', '휘닉스파크태기산']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2a67b6cb-8e7e-423d-ac88-c3693b47873b&thumb,강원도 평창군 봉평면 태기로 174,37.58246341,128.3268678
196,용평리조트 스키장,강원 평창군,1588-0009,"['가족과함께', '강원권', '겨을 스포츠', '레포츠', '스키장', '용평리조트', '친구와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=aff2dce9-809f-4ca3-9e25-fdce6d53ae67&thumb,강원도 평창군 대관령면 올림픽로 715,37.65094444,128.7055569
197,인제스피디움리조트 서킷,강원 인제군,1644-3366,"['레이싱', '레포츠', '이색체험', '인제스피디움리조트']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2b610aac-6303-4473-865d-d3de4eee81f2&thumb,강원도 인제군 기린면 상하답로 130,38.00260361,128.29538459999998
198,알프스벨리 사계절썰매장,강원 춘천시,080-3030-2580,"['겨울스포츠', '눈썰매장', '레포츠', '복합레저스포츠', '사계절', '사계절썰매장']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=0fc54e01-5cff-4528-9610-c2e3c523a34e&thumb,강원도 춘천시 사북면 화악지암길 322-65,37.973130600000005,127.59825829999998
199,대명 비발디파크 눈썰매장,강원 홍천군,1588-4888,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5d9bd879-6003-4f47-897b-75e899babf5b&thumb,강원도 홍천군 서면 한치골길 262,37.65233706,127.6873348
200,원주레일파크,강원 원주시,033-733-6600,"['가족여행', '강원권', '레포츠', '원주레일파크', '이색체험', '자녀와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=406a45f4-22cc-4171-8072-0244a24e6a84&thumb,강원도 원주시 지정면 간현로 163,37.3630494,127.8372631
201,한탄강번지점프(코리아레저),강원 철원군,1577-5759,"['레저', '레포츠', '번지점프', '스릴', '철원군', '한탄강']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=91a5be56-0cef-4ab4-9f3d-97e98e3bc148&thumb,강원도 철원군 갈말읍 태봉대교길 153,38.20563584,127.2693067
202,DMZ 평화의길(고성 A/B코스),강원 고성군,1644-1306,"['DMZ평화의길', '가족과함께', '고성DMZ', '교육여행', '레포츠', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=48bdc0f4-29ee-4e28-ac4a-6be992d953e8&thumb,강원도 고성군 현내면 금강산로 481,38.51438609,128.416703
203,순담계곡,강원 철원군,033-450-5365,"['강원권', '계곡', '관광지', '레포츠', '순담계곡', '자연']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ecd1a3e6-ee7b-40a2-bfbb-e1402285d584&thumb,강원도 철원군 갈말읍 순담길 143-3,38.177098,127.29814099999999
204,휘닉스 스노우파크,강원 평창군,1588-2828,"['가족과함께', '겨울 스포츠', '레포츠', '복합레저스포츠', '스키장', '익스트림스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8eb3bc54-52f3-4c0b-bbb5-34bfc711ff11&thumb,강원도 평창군 봉평면 태기로 174,37.58246341,128.3268678
205,강원랜드 카지노,강원 정선군,1588-7789,"['강원랜드', '레포츠', '이색체험', '정선가볼만한곳', '종합레저', '카지노', '휴식여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=0a6ae8a9-8824-4778-8ed0-c4fcfcff10bd&thumb,강원도 정선군 사북읍 하이원길 265,37.21187405,128.8214537
206,의암호,강원 춘천시,033-260-5221,"['낚시', '레포츠', '붕어', '얼음낚시', '의암호']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=fc9ca4a7-fb2e-4f1d-beed-8db11188073e&thumb,강원도 춘천시 신동면 옛경춘로 114,37.83741091,127.67740390000002
207,강촌 자전거 하이킹,강원 춘천시,033-250-3089,"['강촌역', '강촌자전거하이킹', '경치좋은곳', '남녀노소', '레포츠', '자유여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=15abf5a1-c9f1-4045-83fb-f749c5a1a601&thumb,강원도 춘천시 남산면 강촌로 150,37.80580644,127.634126
208,영월에코빌리지 유스호스텔,강원 영월군,033-375-6800,"['강원권', '레포츠', '자연좋은곳', '지구를살리는_맑은여정_에코 투어', '청소년수련원']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b0982457-6104-4116-83f6-6ff77a464df7&thumb,강원도 영월군 영월읍 동강로 716,37.22820572,128.505455
209,엘리시안 강촌 컨트리클럽,강원 춘천시,033-260-2000,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=363b0907-b557-41a5-b13d-1a3592eed878&thumb,강원도 춘천시 남산면 북한강변길 688,37.83001982,127.57862320000001
210,횡성스포랜드,강원 횡성군,033-344-2500,"['강원권', '레포츠', '사격장', '횡성스포랜드']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4a3b3bfb-ecb5-447a-bc96-7c009112b4a0&thumb,강원도 횡성군 공근면 금계로 380-57,37.56154865,127.98683999999999
211,초곡 용굴촛대바위길,강원 삼척시,033-575-4605,"['가족과함께', '레포츠', '바다경치', '아이와함께', '연인과함께', '트레킹', '해안길산책']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8983c779-d2e7-4bef-9279-ea97acbb0ac1&thumb,강원도 삼척시 근덕면 초곡길 236-4,37.30964672,129.29477409999998
212,횡성호수길,강원 횡성군,033-340-2546,"['남녀노소', '레포츠', '산책로', '휴식하기좋은곳', '힐링산책']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1c0597c6-df4d-4871-b4ca-5b7bdea559c9&thumb,강원도 횡성군 갑천면 태기로구방5길 40,37.54555631,128.0670139
213,삼척항 - 새천년도로변,강원 삼척시,033-575-1330,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=bfefff30-64e4-47bf-b2f9-df39f7887b6d&thumb,강원도 삼척시 삼척항길 196,37.43618802,129.1881603
214,[강릉 바우길 6구간] 굴산사 가는 길,강원 강릉시,033-645-0990,"['강릉바우길', '강원권', '걷기길', '굴산사', '레포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e5231f59-f2b1-4e80-91ad-2588df261d89&thumb,강원도 강릉시 남항진동,37.75885178,128.9555711
215,만항재,강원 태백시,033-550-2828,"['레포츠', '산책코스', '야생화군락지', '트레킹']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d76570f8-988a-4647-a3fd-dd7f4e1e0d70&thumb,강원도 태백시 혈동,37.11756555,128.9095094
216,오크밸리스키장,강원 원주시,033-769-7070,"['가족과함께', '강원권', '겨울스포츠', '레포츠', '스키장', '친구와함께', '한솔오크밸리']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=98805e66-fb2b-48cf-be8d-6e0270ec5147&thumb,강원도 원주시 지정면 오크밸리2길 58,37.40780168,127.8089639
217,비발디파크 스키월드,강원 홍천군,1588-4888,"['가족과함께', '겨울 스포츠', '레포츠', '복합레저스포츠', '스키장', '스키장', '익스트림스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=587b77d1-becb-4248-a69e-d92ec23cc6d9&thumb,강원도 홍천군 서면 한치골길 262,37.65233706,127.6873348
218,섬지골 캠핑장,강원 영월군,070-8843-0045,"['가족과함께', '가족캠핑', '레포츠', '숲속캠핑', '영월캠핑장', '캠핑장']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5bbe9799-e9ea-4914-bc4f-a81d241bd4f3&thumb,강원도 영월군 상동읍 섬지골길 19,37.12232414,128.7451699
219,원주종합체육관,강원 원주시,033-737-4758,"['강원권', '레포츠', '실내체육관', '원주종합체육관']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=0eae5a52-24fc-4fcd-a0ec-cad288ee1e7d&thumb,강원도 원주시 서원대로 281,37.33906197,127.94191509999999
220,한스캠핑장,강원 원주시,033-766-7930,"['가족캠핑', '레포츠', '원주캠핑장', '자연친화적']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=50c6f91d-8f0f-48c6-a607-a62eaa4a1af0&thumb,강원도 원주시 신림면 신림황둔로 1072,37.25501531,128.1783589
221,주문진 방파제,강원 강릉시,033-640-4535,"['강릉바다낚시', '강원권', '레포츠', '바다낚시', '주문진낚시']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d49b2fdf-c4d4-4169-8966-ef28abfea7dd&thumb,강원도 강릉시 주문진읍 해안로 1609,37.87955118,128.83355490000002
222,강릉바우길(9구간),강원 강릉시,033-645-0990,"['강릉바우길', '강릉트래킹', '레포츠', '트래킹', '트래킹코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6dfe2a35-7c28-48c9-a8b3-8d5c206fab04&thumb,강원도 강릉시 강동면 정동역길 17,37.6913387,129.0328303
223,평창올림픽플라자,강원 평창군,1330,"['2018동계올림픽', '레포츠', '올림픽개,폐회식장', '평창', '평창올림픽']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=9df1ef79-15fa-43f8-82a6-45476218d5a6&thumb,강원도 평창군 대관령면 올림픽로,37.64906625,128.6882091
224,영월스포츠파크,강원 영월군,033-370-2089,"['강원권', '레포츠', '복합레포츠', '영월스포츠파크', '이색체험']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d5cf33b9-3413-432a-8a22-d1c08a848219&thumb,강원도 영월군 영월읍 제방안길 100,37.17427054,128.4591706
225,렌탈의전설,강원 원주시,033-732-7950,"['강원권', '겨울스포츠', '레포츠', '스키샵', '스키장비렌탈샵', '익스트림스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4b2bbc5f-27d6-43e2-9e9c-f3ad71d74004&thumb,강원도 원주시 지정면 구재로 132,37.39886519,127.7919344
226,아라나비(스카이 어촌체험),강원 강릉시,033-641-9002,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1af1285a-ad82-4587-9807-c73198400724&thumb,강원도 강릉시 공항길127번길 35-7,37.76700343,128.9514255
227,덕풍계곡 플라이낚시,강원 삼척시,033-576-0394,"['가족과함께', '낚시', '덕풍계곡', '레포츠', '산천어', '자연풍경']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=22477d74-a1b8-4677-bcce-7093d5a2e6f5&thumb,강원도 삼척시 가곡면 풍곡안길 17-18,37.12468951,129.15595520000002
228,금대 에코힐링 캠핑장,강원 원주시,033-763-5232,"['가족여행', '강원권', '레포츠', '영원사', '치악산', '캠핑장']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e05459a6-aab0-4fa6-a855-2ccebc7c5a04&thumb,강원도 원주시 판부면 영원산성길 372,37.29334864,128.0183053
229,설악파인리조트 아쿠아펀,강원 속초시,033-635-5800,"['가족과함께', '레포츠', '설악파인리조트가든스파', '속초시', '워터파크']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=fbe6a0c3-d424-4c08-9aa6-5057abb0b9b8&thumb,강원도 속초시 관광로408번길 14,38.19553403,128.5391009
230,영월국민체육센터,강원 영월군,033-370-2089,"['강원권', '레포츠', '영월국민체육센터', '체육센터']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f47c1f9a-d882-4f39-95fd-26d12e4801f3&thumb,강원도 영월군 영월읍 제방안길 100,37.17427054,128.4591706
231,엘리시안 강촌 스키장,강원 춘천시,033-260-2000,"['가족과함께', '겨울스포츠', '레포츠', '복합레저스포츠', '스키장', '엘리시안강촌']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f5275341-b703-4129-9ac4-28bc388c128a&thumb,강원도 춘천시 남산면 북한강변길 688,37.83001982,127.57862320000001
